iter	Logloss
182	0.133425277
183	0.1332509413
184	0.1331415217
185	0.1329928428
186	0.1328156211
187	0.1325771759
188	0.1322365181
189	0.1319708755
190	0.1317600119
191	0.1315669085
192	0.1312908838
193	0.1312068531
194	0.1310018091
195	0.1306524897
196	0.1304288552
197	0.1302014746
198	0.1299979704
199	0.1298560523
200	0.1295620599
201	0.1292863474
202	0.1290248984
203	0.1287362296
204	0.1285341443
205	0.1283029094
206	0.1280691239
207	0.1278034009
208	0.1275060835
209	0.1273041041
210	0.127051464
211	0.1268209158
212	0.1266586249
213	0.1265074714
214	0.1260377282
215	0.125820949
216	0.1255920236
217	0.1253637634
218	0.125158914
219	0.1249746438
220	0.1247337274
221	0.1245090618
222	0.1243090363
223	0.1240710765
224	0.123758557
225	0.1234885503
226	0.1232638586
227	0.1230875729
228	0.1228271457
229	0.1226434808
230	0.1223783065
231	0.1221615936
232	0.1219719324
233	0.1217737951
234	0.1216820819
235	0.1215094221
236	0.1212589927
237	0.1210695425
238	0.1208462539
239	0.1206201197
240	0.1204100567
241	0.1202428174
242	0.120095901
243	0.119873983
244	0.1197277543
245	0.1195545006
246	0.1194068746
247	0.1191949159
248	0.1190110059
249	0.1188689442
250	0.1186891905
251	0.118558856
252	0.1184462028
253	0.1182732693
254	0.1180492579
255	0.1178078973
256	0.1175892675
257	0.1174813745
258	0.1173060932
259	0.1170940126
260	0.1169408906
261	0.1167558492
262	0.1165684018
263	0.116478286
264	0.1163147288
265	0.1161644098
266	0.115942991
267	0.1157853366
268	0.1155680814
269	0.1153672329
270	0.1152033002
271	0.1150469569
272	0.1149125919
273	0.1148118332
274	0.1146830787
275	0.1145568285
276	0.1143818843
277	0.1142468921
278	0.1141390754
279	0.1140236719
280	0.1138839259
281	0.1136619133
282	0.1135130918
283	0.113365591
284	0.1132783265
285	0.1131429107
286	0.1129902819
287	0.1128464703
288	0.1126925806
289	0.1126001102
290	0.1124868467
291	0.1123856126
292	0.1122511153
293	0.1121381217
294	0.1120082976
295	0.1118832313
296	0.1117770117
297	0.1117025981
298	0.1115526636
299	0.1114796127
300	0.111386272
301	0.1112036741
302	0.1110275488
303	0.110886889
304	0.1107805612
305	0.1106266389
306	0.110436879
307	0.1103154068
308	0.1101611268
309	0.1100355694
310	0.1098754067
311	0.109834988
312	0.1097693624
313	0.1096547405
314	0.1095054566
315	0.1092990063
316	0.1091591155
317	0.1089907467
318	0.1088061396
319	0.1085753662
320	0.108496371
321	0.1083067875
322	0.1081448607
323	0.1079819402
324	0.1078087825
325	0.1077244723
326	0.1075440649
327	0.1074016943
328	0.1072839527
329	0.1071384209
330	0.1070634863
331	0.1069165587
332	0.1067705084
333	0.106625226
334	0.1064827686
335	0.1063814292
336	0.1062120541
337	0.1060695138
338	0.1059727094
339	0.1058829065
340	0.1057045573
341	0.1056563207
342	0.1055221542
343	0.1053967219
344	0.1053011874
345	0.1052208852
346	0.1051423247
347	0.1051219714
348	0.1049811887
349	0.1048354022
350	0.1046710797
351	0.1045981387
352	0.1044666309
353	0.1043765579
354	0.1043057412
355	0.1042090288
356	0.1040195082
357	0.1039503025
358	0.1038571216
359	0.1037552594
360	0.1036325203
361	0.1035532689
362	0.1033934072
363	0.1033189474
364	0.1032402318
365	0.1031836201
366	0.1030322439
367	0.1029846091
368	0.1028472292
369	0.1027068167
370	0.1026318749
371	0.1025084427
372	0.1024447434
373	0.1023516178
374	0.1022115773
375	0.1021317742
376	0.1020287405
377	0.1019932901
378	0.1018778739
379	0.101739742
380	0.1015762647
381	0.1015093446
382	0.10141275
383	0.1013322596
384	0.1012730293
385	0.1011698004
386	0.1011325418
387	0.1010948293
388	0.1010038333
389	0.100878422
390	0.1007273902
391	0.1006324568
392	0.1005293862
393	0.1004945219
394	0.1004465686
395	0.100331416
396	0.1002608527
397	0.1001402018
398	0.1000249802
399	0.09986620011
400	0.09975790511
401	0.09964217401
402	0.09960859353
403	0.09945314845
404	0.09943485457
405	0.09926924118
406	0.09919075835
407	0.09915093686
408	0.09897262279
409	0.09883167327
410	0.09874900946
411	0.09864902924
412	0.09849318594
413	0.09829966392
414	0.09818652659
415	0.09811231489
416	0.09796225217
417	0.09786066447
418	0.0976943404
419	0.09756910613
420	0.09748926504
421	0.09738790689
422	0.09724188736
423	0.09722513707
424	0.09705698071
425	0.09696315737
426	0.09689035039
427	0.09673087297
428	0.09666824735
429	0.09662833214
430	0.09654215459
431	0.09635755581
432	0.0962316716
433	0.09612829323
434	0.09611436082
435	0.09599864504
436	0.09584841008
437	0.09570758257
438	0.09563168766
439	0.09552273665
440	0.09542617318
441	0.09533132387
442	0.09525303357
443	0.09517986054
444	0.09506173129
445	0.09499544378
446	0.09480695888
447	0.09471254742
448	0.09461139367
449	0.09446863486
450	0.09436686433
451	0.09435080397
452	0.09429957432
453	0.09422074686
454	0.09410123783
455	0.09396511843
456	0.09393034399
457	0.09386031586
458	0.0937538728
459	0.09363336624
460	0.09349901438
461	0.09341338787
462	0.09327454598
463	0.09315720345
464	0.09307519997
465	0.09298965494
466	0.09291487831
467	0.09275417101
468	0.09274572064
469	0.09265519093
470	0.09258518148
471	0.09257054915
472	0.09247253434
473	0.09239756957
474	0.09238418989
475	0.09230330098
476	0.09213473488
477	0.09203788665
478	0.09193953298
479	0.0918371195
480	0.09171185164
481	0.09157281953
482	0.09147688691
483	0.09140380201
484	0.09135290161
485	0.09134050068
486	0.09124544519
487	0.09121980887
488	0.09117262441
489	0.09111318847
490	0.09104271594
491	0.09101060512
492	0.09096828873
493	0.09086784397
494	0.09083885861
495	0.09062415689
496	0.09052671922
497	0.09041131792
498	0.09032799265
499	0.09023348597
500	0.09011839858
501	0.08998263891
502	0.08985910899
503	0.08972006161
504	0.08962728242
505	0.08950783202
506	0.08935842903
507	0.08926455931
508	0.08918091045
509	0.08902903353
510	0.08892984041
511	0.08879522693
512	0.08868676194
513	0.08859310242
514	0.08850188905
515	0.08844643748
516	0.08841980949
517	0.08835471831
518	0.08825013222
519	0.08822404846
520	0.08811321676
521	0.08801845758
522	0.08795668575
523	0.08785229399
524	0.08779436501
525	0.08766627604
526	0.08759785624
527	0.08750172079
528	0.08741500082
529	0.087334364
530	0.08728078174
531	0.08717342036
532	0.08711000356
533	0.08704129034
534	0.08692617164
535	0.08689341367
536	0.08680523067
537	0.08672913396
538	0.08667069235
539	0.08660727501
540	0.08648372537
541	0.08635273139
542	0.0862582027
543	0.08617999526
544	0.08606977771
545	0.08602961563
546	0.08595055872
547	0.0859160431
548	0.08586096642
549	0.08578713792
550	0.0857709492
551	0.0856867937
552	0.08563729502
553	0.08555641544
554	0.0854653163
555	0.08535727364
556	0.08525036884
557	0.08516347833
558	0.08509035128
559	0.08497320486
560	0.08488587422
561	0.0848288226
562	0.08477835417
563	0.08469099503
564	0.08460268182
565	0.08453104598
566	0.08444733011
567	0.08438144912
568	0.08431836648
569	0.08425351327
570	0.08415703304
571	0.08410509277
572	0.08399843831
573	0.08394485925
574	0.08386193465
575	0.08376407999
576	0.08370499027
577	0.08362624058
578	0.08357123418
579	0.08349304275
580	0.08337430353
581	0.08329210852
582	0.08320672451
583	0.08312589392
584	0.08305769199
585	0.08300541766
586	0.08285654588
587	0.08278872336
588	0.08269547723
589	0.08261328876
590	0.08255374183
591	0.08251866651
592	0.08245887013
593	0.08240190971
594	0.08237068061
595	0.0822825899
596	0.08224308456
597	0.08221439198
598	0.08210995241
599	0.08205813278
600	0.08199662962
601	0.08197058786
602	0.0819192875
603	0.08187076774
604	0.08185381243
605	0.08184105471
606	0.08177494289
607	0.08169404922
608	0.08162842453
609	0.08155084945
610	0.08149537602
611	0.08142625137
612	0.08135667294
613	0.08128626402
614	0.08123670517
615	0.08117007301
616	0.08111114831
617	0.08106892758
618	0.08101888824
619	0.08095324449
620	0.08086547013
621	0.08082117299
622	0.08076385614
623	0.08070458662
624	0.08067558504
625	0.08061600245
626	0.0805655059
627	0.08049291097
628	0.08043491496
629	0.08036376453
630	0.08026345787
631	0.08022499791
632	0.08017057044
633	0.08011935551
634	0.0801029411
635	0.08005547766
636	0.07999965526
637	0.07995493907
638	0.0798299749
639	0.07981618606
640	0.07975666626
641	0.07969850483
642	0.07963641099
643	0.07959249516
644	0.07950860257
645	0.07940777056
646	0.07935124628
647	0.07925939578
648	0.07918891837
649	0.07908509244
650	0.07903172535
651	0.07892940311
652	0.07884238867
653	0.07876904845
654	0.07872764176
655	0.0786493446
656	0.07863612152
657	0.07857720888
658	0.07849225796
659	0.07841342342
660	0.07832536465
661	0.07823837761
662	0.07814454405
663	0.07807506959
664	0.07805118886
665	0.07797359484
666	0.0778972893
667	0.07783338752
668	0.07774225975
669	0.07772204266
670	0.07767566062
671	0.07766664264
672	0.07759977149
673	0.07757682591
674	0.07754467662
675	0.07748537602
676	0.07743857502
677	0.07734759918
678	0.07730453946
679	0.07727263322
680	0.07722614163
681	0.07716795118
682	0.07710000646
683	0.07703453998
684	0.07699098188
685	0.07698186498
686	0.07691814442
687	0.07678278227
688	0.07671565146
689	0.07667038384
690	0.07661264735
691	0.07654771465
692	0.07644154565
693	0.07637142611
694	0.07628364853
695	0.07621912182
696	0.07617232016
697	0.07614011345
698	0.07604233076
699	0.07600335438
700	0.07596892831
701	0.07589979619
702	0.07587175779
703	0.07573459965
704	0.07569085147
705	0.07561987871
706	0.07558643118
707	0.07551452194
708	0.07545300213
709	0.07538945081
710	0.0753093262
711	0.07521805919
712	0.07516666417
713	0.07511053678
714	0.07501570931
715	0.07500782416
716	0.07492271855
717	0.07487448583
718	0.07479133876
719	0.07478405603
720	0.07476452845
721	0.07472819128
722	0.07465982875
723	0.0746279564
724	0.07456540119
725	0.07453587443
726	0.07444076073
727	0.07437185988
728	0.07432603328
729	0.07428189602
730	0.07422287141
731	0.07414732728
732	0.07408715208
733	0.07406637843
734	0.07398455663
735	0.07397787117
736	0.07391176495
737	0.07385216811
738	0.07375081056
739	0.07370988035
740	0.07364862896
741	0.07356542969
742	0.07349788082
743	0.07342122479
744	0.07340447812
745	0.07336149502
746	0.07328224668
747	0.07320836048
748	0.07317129957
749	0.07314174989
750	0.07307922327
751	0.07304740469
752	0.07297275935
753	0.07292619011
754	0.0728504924
755	0.07277071942
756	0.07269588852
757	0.07258062987
758	0.07252432431
759	0.07245612273
760	0.07238362965
761	0.07236558664
762	0.07230631886
763	0.07222600067
764	0.07217945417
765	0.07209178793
766	0.072052719
767	0.07199999517
768	0.07193764041
769	0.07187643053
770	0.07185220919
771	0.07180585349
772	0.07176599276
773	0.07170195689
774	0.07162562424
775	0.07157849189
776	0.07150169689
777	0.07148701878
778	0.0714358717
779	0.07139651553
780	0.07135070682
781	0.07134469414
782	0.07130666643
783	0.07124588199
784	0.07124582294
785	0.07124239331
786	0.0712095006
787	0.07110399878
788	0.07103415795
789	0.07101486454
790	0.07092455671
791	0.07090236825
792	0.07089199869
793	0.07077651089
794	0.07069954701
795	0.07061056823
796	0.07056064465
797	0.07056061517
798	0.07050914209
799	0.07044395982
800	0.07038782559
801	0.07036758473
802	0.07033003164
803	0.07028635804
804	0.07024815903
805	0.07020659731
806	0.07013059386
807	0.07007032658
808	0.07006213081
809	0.07004510163
810	0.06997018611
811	0.06995236465
812	0.06990034939
813	0.06983730535
814	0.06978624137
815	0.06973619728
816	0.06971643551
817	0.06968723166
818	0.06957637659
819	0.06956880826
820	0.06949279908
821	0.06944672166
822	0.069404138
823	0.06934115556
824	0.06933093943
825	0.06924520004
826	0.06915816545
827	0.06907353658
828	0.06901406335
829	0.06895946619
830	0.06889459162
831	0.06882293553
832	0.06874656079
833	0.06868142003
834	0.06862561922
835	0.06856393077
836	0.06852769361
837	0.06849744353
838	0.06845027354
839	0.06839254547
840	0.06832196069
841	0.06829474013
842	0.06822089517
843	0.06818442109
844	0.06811293711
845	0.06809734564
846	0.06806582945
847	0.06797786666
848	0.06790494597
849	0.06787516797
850	0.06786317063
851	0.067826515
852	0.06779986732
853	0.06775443905
854	0.06768754552
855	0.06762274158
856	0.06753533494
857	0.06749770673
858	0.06744226145
859	0.06735241772
860	0.06728748014
861	0.06725685832
862	0.06722866594
863	0.06715221623
864	0.06714425775
865	0.06710423206
866	0.06704302013
867	0.06703252353
868	0.06694222106
869	0.0668948464
870	0.06684618053
871	0.06678960572
872	0.0667409972
873	0.06669707763
874	0.06664730802
875	0.06660966884
876	0.06657073462
877	0.06650152961
878	0.06644314664
879	0.06641896304
880	0.06636133174
881	0.06631497943
882	0.06626852253
883	0.06621484888
884	0.0661539651
885	0.06611314635
886	0.06609891703
887	0.06605032343
888	0.06600443965
889	0.06595762802
890	0.06591919395
891	0.06589590103
892	0.06583662731
893	0.0657725245
894	0.06572428538
895	0.06569541793
896	0.0656476166
897	0.06558475116
898	0.06554879774
899	0.06553282594
900	0.06546422231
901	0.0654447961
902	0.06539679069
903	0.06536591085
904	0.06530892137
905	0.06523535266
906	0.06519801902
907	0.06517363983
908	0.06511474444
909	0.06507401151
910	0.06504630524
911	0.06496537586
912	0.06492014898
913	0.0648687354
914	0.06480718776
915	0.0647619303
916	0.06472608635
917	0.06469200226
918	0.06461768374
919	0.06458685355
920	0.06455564437
921	0.06452292291
922	0.0644586248
923	0.06443639868
924	0.06441805232
925	0.06440849654
926	0.06434325179
927	0.06429707112
928	0.06428619217
929	0.06420694612
930	0.06416282311
931	0.06408109696
932	0.06407463383
933	0.06400569315
934	0.06394614196
935	0.06392392515
936	0.0638780057
937	0.06385248354
938	0.0638140812
939	0.0637803719
940	0.06371045763
941	0.06369257229
942	0.06363841919
943	0.06357129901
944	0.0635540227
945	0.06350239553
946	0.06343491529
947	0.06337771348
948	0.06334992067
949	0.06330721734
950	0.06325842697
951	0.06324896004
952	0.06323005329
953	0.06319279284
954	0.06314037986
955	0.06308822172
956	0.06304698463
957	0.06298002395
958	0.0629354822
959	0.06289112668
960	0.06284766111
961	0.06281139856
962	0.0628031324
963	0.06275559582
964	0.06271473632
965	0.06266768309
966	0.06261989215
967	0.06258192855
968	0.06254491819
969	0.06250811322
970	0.06247342321
971	0.06245046088
972	0.06239056014
973	0.06235712772
974	0.06229339766
975	0.06228484856
976	0.06222703955
977	0.06219229338
978	0.06215257944
979	0.06211808745
980	0.06206475996
981	0.06202252815
982	0.06197996507
983	0.06192412089
984	0.0618782133
985	0.06179884507
986	0.06173777235
987	0.06170011756
988	0.06167345321
989	0.06165793599
990	0.0616093906
991	0.06158280921
992	0.06155481552
993	0.06151709098
994	0.06146738222
995	0.06143704742
996	0.06138194501
997	0.06136424264
998	0.06133622072
999	0.06130902188
